price,date,postcode,property_type,old_new,duration,district,county
110000,2025-01-24 00:00,OL11 3TS,T,N,L,ROCHDALE,GREATER MANCHESTER
175480,2025-02-13 00:00,SK15 2EX,T,N,F,TAMESIDE,GREATER MANCHESTER
255000,2025-01-24 00:00,M34 2EN,S,N,F,TAMESIDE,GREATER MANCHESTER
315000,2025-02-07 00:00,SK2 7LW,S,N,F,STOCKPORT,GREATER MANCHESTER
220000,2025-01-17 00:00,OL6 8SD,S,N,F,TAMESIDE,GREATER MANCHESTER
430000,2025-02-14 00:00,M19 1GH,S,N,F,MANCHESTER,GREATER MANCHESTER
195000,2025-01-23 00:00,M40 3LY,S,N,F,MANCHESTER,GREATER MANCHESTER
175000,2025-01-17 00:00,M22 4HD,T,N,L,MANCHESTER,GREATER MANCHESTER
222000,2025-01-14 00:00,M9 6NE,S,N,F,MANCHESTER,GREATER MANCHESTER
211000,2025-01-28 00:00,SK14 2SW,T,N,F,TAMESIDE,GREATER MANCHESTER
230000,2025-01-31 00:00,M22 4PP,S,N,F,MANCHESTER,GREATER MANCHESTER
95000,2025-01-24 00:00,WN6 7LU,T,N,L,WIGAN,GREATER MANCHESTER
315000,2025-02-07 00:00,BL5 1EP,S,N,L,BOLTON,GREATER MANCHESTER
190000,2025-02-07 00:00,M27 8HF,S,N,F,SALFORD,GREATER MANCHESTER
450000,2025-01-31 00:00,M20 6WB,T,N,F,MANCHESTER,GREATER MANCHESTER
181000,2025-02-14 00:00,WN7 4QW,S,N,F,WIGAN,GREATER MANCHESTER
219000,2025-01-21 00:00,OL6 8TN,S,N,F,TAMESIDE,GREATER MANCHESTER
780000,2025-02-13 00:00,SK8 1NH,D,N,F,STOCKPORT,GREATER MANCHESTER
135000,2025-01-23 00:00,M14 4UA,T,N,F,MANCHESTER,GREATER MANCHESTER
325000,2025-02-04 00:00,M32 0SX,S,N,L,TRAFFORD,GREATER MANCHESTER
180000,2025-02-14 00:00,M25 3AN,F,N,L,BURY,GREATER MANCHESTER
820000,2025-01-13 00:00,SK8 1JX,D,N,F,STOCKPORT,GREATER MANCHESTER
165000,2025-02-07 00:00,SK15 2HU,S,N,L,TAMESIDE,GREATER MANCHESTER
230000,2025-01-30 00:00,M31 4LX,T,N,F,TRAFFORD,GREATER MANCHESTER
333000,2025-02-07 00:00,M7 1WZ,T,N,F,SALFORD,GREATER MANCHESTER
270000,2025-01-17 00:00,SK6 2DA,S,N,F,STOCKPORT,GREATER MANCHESTER
320000,2025-02-14 00:00,OL15 8NS,D,N,L,ROCHDALE,GREATER MANCHESTER
222500,2025-02-24 00:00,M32 8WF,T,N,F,TRAFFORD,GREATER MANCHESTER
145000,2025-02-05 00:00,BL9 9PL,S,N,F,BURY,GREATER MANCHESTER
170000,2025-02-14 00:00,OL5 0QR,T,N,F,TAMESIDE,GREATER MANCHESTER
297500,2025-01-17 00:00,M44 6FT,S,N,F,SALFORD,GREATER MANCHESTER
442500,2025-01-21 00:00,M26 3TG,D,N,F,BURY,GREATER MANCHESTER
415000,2025-01-24 00:00,SK8 6AF,S,N,F,STOCKPORT,GREATER MANCHESTER
279950,2025-01-03 00:00,WA3 2EZ,D,N,F,WIGAN,GREATER MANCHESTER
244500,2025-01-31 00:00,WN3 6LT,D,N,L,WIGAN,GREATER MANCHESTER
109000,2025-02-19 00:00,WN5 9BQ,T,N,L,WIGAN,GREATER MANCHESTER
300000,2025-02-06 00:00,SK16 5RU,D,N,L,TAMESIDE,GREATER MANCHESTER
450000,2025-01-21 00:00,SK7 5PJ,S,N,F,STOCKPORT,GREATER MANCHESTER
175000,2025-02-11 00:00,OL1 4LW,T,N,F,OLDHAM,GREATER MANCHESTER
690000,2025-02-12 00:00,M28 1FG,D,N,F,SALFORD,GREATER MANCHESTER
185000,2025-01-30 00:00,M6 8EJ,S,N,F,SALFORD,GREATER MANCHESTER
138000,2025-01-17 00:00,WN5 9JH,T,N,L,WIGAN,GREATER MANCHESTER
247500,2025-01-24 00:00,BL1 7PF,D,N,L,BOLTON,GREATER MANCHESTER
199950,2025-01-22 00:00,SK4 4HL,F,N,L,STOCKPORT,GREATER MANCHESTER
210000,2025-02-07 00:00,SK16 4UB,S,N,F,TAMESIDE,GREATER MANCHESTER
250000,2025-02-14 00:00,M43 7EX,S,N,L,TAMESIDE,GREATER MANCHESTER
265000,2025-01-17 00:00,OL10 4JR,T,N,L,ROCHDALE,GREATER MANCHESTER
205000,2025-01-03 00:00,M20 3DA,F,N,L,MANCHESTER,GREATER MANCHESTER
300000,2025-01-31 00:00,SK6 1BZ,T,N,F,STOCKPORT,GREATER MANCHESTER
232000,2025-01-10 00:00,SK3 9EJ,S,N,L,STOCKPORT,GREATER MANCHESTER
228000,2025-01-10 00:00,M23 0DZ,S,N,F,MANCHESTER,GREATER MANCHESTER
263000,2025-01-24 00:00,OL2 6PD,D,N,L,OLDHAM,GREATER MANCHESTER
220000,2025-01-22 00:00,OL4 4BA,S,N,F,OLDHAM,GREATER MANCHESTER
185000,2025-01-24 00:00,BL6 5DE,T,N,F,BOLTON,GREATER MANCHESTER
185000,2025-02-07 00:00,BL4 8NZ,T,N,L,BOLTON,GREATER MANCHESTER
560000,2025-01-22 00:00,M20 6JE,S,N,F,MANCHESTER,GREATER MANCHESTER
160000,2025-01-22 00:00,M22 1HS,T,N,F,MANCHESTER,GREATER MANCHESTER
180000,2025-01-30 00:00,OL2 7YP,S,N,L,OLDHAM,GREATER MANCHESTER
175000,2025-01-28 00:00,SK5 7QJ,T,N,L,STOCKPORT,GREATER MANCHESTER
190000,2025-01-31 00:00,M35 0AQ,T,N,L,OLDHAM,GREATER MANCHESTER
282000,2025-02-17 00:00,SK5 6TY,S,N,F,STOCKPORT,GREATER MANCHESTER
281500,2025-01-17 00:00,BL0 9BX,S,N,F,BURY,GREATER MANCHESTER
190000,2025-02-20 00:00,OL2 7YP,S,N,L,OLDHAM,GREATER MANCHESTER
182500,2025-02-14 00:00,SK8 1HG,F,N,L,STOCKPORT,GREATER MANCHESTER
390000,2025-01-30 00:00,WA14 4XD,S,N,F,TRAFFORD,GREATER MANCHESTER
190000,2025-01-27 00:00,M14 7HX,T,N,F,MANCHESTER,GREATER MANCHESTER
315000,2025-02-07 00:00,M16 8JU,T,N,L,MANCHESTER,GREATER MANCHESTER
348000,2025-01-24 00:00,SK5 6RP,D,N,F,STOCKPORT,GREATER MANCHESTER
150000,2025-02-14 00:00,OL11 1JT,S,N,L,ROCHDALE,GREATER MANCHESTER
142000,2025-01-10 00:00,WN4 9QN,T,N,L,WIGAN,GREATER MANCHESTER
175950,2025-02-03 00:00,BL6 6EE,T,N,F,BOLTON,GREATER MANCHESTER
162000,2025-01-31 00:00,SK14 4JX,T,N,F,TAMESIDE,GREATER MANCHESTER
157000,2025-01-24 00:00,M26 1GH,T,N,L,BURY,GREATER MANCHESTER
375000,2025-01-31 00:00,M21 8XW,T,N,F,MANCHESTER,GREATER MANCHESTER
200000,2025-02-07 00:00,M16 8BB,F,N,L,MANCHESTER,GREATER MANCHESTER
195000,2025-02-21 00:00,SK4 1HX,S,N,F,STOCKPORT,GREATER MANCHESTER
130000,2025-01-07 00:00,OL2 8QL,T,N,F,OLDHAM,GREATER MANCHESTER
417500,2025-02-19 00:00,SK4 3AJ,T,N,F,STOCKPORT,GREATER MANCHESTER
140000,2025-01-17 00:00,M46 0FE,T,N,L,WIGAN,GREATER MANCHESTER
360000,2025-01-30 00:00,M43 7TA,D,N,L,TAMESIDE,GREATER MANCHESTER
330000,2025-01-24 00:00,M14 7EG,T,N,F,MANCHESTER,GREATER MANCHESTER
273000,2025-01-31 00:00,SK3 9EP,F,N,L,STOCKPORT,GREATER MANCHESTER
477000,2025-01-30 00:00,M33 4FL,S,N,F,TRAFFORD,GREATER MANCHESTER
150000,2025-01-30 00:00,SK14 1DS,T,N,L,TAMESIDE,GREATER MANCHESTER
340000,2025-01-10 00:00,M33 3TW,S,N,L,TRAFFORD,GREATER MANCHESTER
787000,2025-01-09 00:00,SK3 8TE,D,N,F,STOCKPORT,GREATER MANCHESTER
154000,2025-02-04 00:00,BL5 3SW,T,N,F,BOLTON,GREATER MANCHESTER
315000,2025-02-05 00:00,M26 1YF,D,N,L,BURY,GREATER MANCHESTER
200000,2025-01-28 00:00,BL8 1TY,T,N,F,BURY,GREATER MANCHESTER
340000,2025-02-13 00:00,SK8 6BG,D,N,F,STOCKPORT,GREATER MANCHESTER
228000,2025-02-03 00:00,SK7 4JH,T,N,F,STOCKPORT,GREATER MANCHESTER
187000,2025-02-03 00:00,M30 7PX,S,N,F,SALFORD,GREATER MANCHESTER
260000,2025-02-10 00:00,M33 3HA,F,N,L,TRAFFORD,GREATER MANCHESTER
168000,2025-01-29 00:00,OL2 7TG,S,N,F,OLDHAM,GREATER MANCHESTER
385500,2025-02-21 00:00,SK8 3JG,S,N,F,STOCKPORT,GREATER MANCHESTER
161000,2025-01-16 00:00,SK16 4TG,T,N,F,TAMESIDE,GREATER MANCHESTER
392000,2025-01-31 00:00,WA14 4HE,T,N,F,TRAFFORD,GREATER MANCHESTER
330000,2025-01-24 00:00,SK3 0JN,S,N,F,STOCKPORT,GREATER MANCHESTER
890000,2025-02-03 00:00,SK7 3AQ,D,N,F,STOCKPORT,GREATER MANCHESTER
210000,2025-01-15 00:00,M22 4DD,S,N,F,MANCHESTER,GREATER MANCHESTER
225000,2025-01-31 00:00,M23 1EX,S,N,F,MANCHESTER,GREATER MANCHESTER
239950,2025-01-31 00:00,SK16 4BH,S,N,F,TAMESIDE,GREATER MANCHESTER
210000,2025-01-17 00:00,BL9 9NT,S,N,L,BURY,GREATER MANCHESTER
501500,2025-02-07 00:00,SK4 2DB,D,N,F,STOCKPORT,GREATER MANCHESTER
305000,2025-01-27 00:00,M44 6EF,D,N,F,SALFORD,GREATER MANCHESTER
135000,2025-01-17 00:00,OL5 9BW,T,N,F,TAMESIDE,GREATER MANCHESTER
396000,2025-02-07 00:00,WA15 6HF,S,N,F,TRAFFORD,GREATER MANCHESTER
180000,2025-02-05 00:00,M40 0AZ,T,N,L,MANCHESTER,GREATER MANCHESTER
965000,2025-01-30 00:00,WA14 3NE,D,N,F,TRAFFORD,GREATER MANCHESTER
221000,2025-01-14 00:00,WN3 5RJ,S,N,F,WIGAN,GREATER MANCHESTER
373000,2025-02-07 00:00,WA14 1NS,S,N,F,TRAFFORD,GREATER MANCHESTER
350000,2025-01-31 00:00,M28 7XZ,S,N,L,SALFORD,GREATER MANCHESTER
500000,2025-02-03 00:00,WA15 7NW,D,N,F,TRAFFORD,GREATER MANCHESTER
425000,2025-02-07 00:00,M30 9PX,T,N,F,SALFORD,GREATER MANCHESTER
380000,2025-02-06 00:00,WN4 8EG,D,N,F,WIGAN,GREATER MANCHESTER
375000,2025-02-07 00:00,M32 8QW,S,N,F,TRAFFORD,GREATER MANCHESTER
225000,2025-02-11 00:00,M43 6JU,S,N,F,TAMESIDE,GREATER MANCHESTER
150000,2025-01-31 00:00,SK6 1RW,F,N,L,STOCKPORT,GREATER MANCHESTER
225000,2025-02-21 00:00,M28 3NB,S,N,F,SALFORD,GREATER MANCHESTER
170000,2025-01-31 00:00,OL9 0HR,T,N,F,OLDHAM,GREATER MANCHESTER
160000,2025-02-14 00:00,OL4 5PH,T,N,F,OLDHAM,GREATER MANCHESTER
305000,2025-01-28 00:00,M20 1EZ,S,N,F,MANCHESTER,GREATER MANCHESTER
642500,2025-02-21 00:00,M20 3RB,S,N,F,MANCHESTER,GREATER MANCHESTER
185000,2025-01-31 00:00,WN5 8NF,T,N,F,WIGAN,GREATER MANCHESTER
185000,2025-02-03 00:00,SK3 9QH,T,N,F,STOCKPORT,GREATER MANCHESTER
170000,2025-01-15 00:00,WN6 8BE,S,N,F,WIGAN,GREATER MANCHESTER
200000,2025-02-07 00:00,M26 1BD,S,N,L,BOLTON,GREATER MANCHESTER
735000,2025-02-07 00:00,M33 2BU,S,N,F,TRAFFORD,GREATER MANCHESTER
240000,2025-02-12 00:00,SK14 4TJ,D,N,L,TAMESIDE,GREATER MANCHESTER
80000,2025-01-24 00:00,OL11 2UQ,T,N,L,ROCHDALE,GREATER MANCHESTER
167950,2025-01-24 00:00,OL11 3DQ,T,N,L,ROCHDALE,GREATER MANCHESTER
790000,2025-02-14 00:00,WA15 6LX,D,N,L,TRAFFORD,GREATER MANCHESTER
165000,2025-01-30 00:00,M40 1RT,S,N,F,MANCHESTER,GREATER MANCHESTER
150000,2025-01-28 00:00,M33 5LL,T,N,F,TRAFFORD,GREATER MANCHESTER
440000,2025-02-07 00:00,SK16 5RZ,D,N,F,TAMESIDE,GREATER MANCHESTER
282500,2025-02-03 00:00,M25 2LY,D,N,F,BURY,GREATER MANCHESTER
345000,2025-02-11 00:00,SK4 3AG,T,N,F,STOCKPORT,GREATER MANCHESTER
175000,2025-01-28 00:00,SK14 8HY,T,N,L,TAMESIDE,GREATER MANCHESTER
105000,2025-02-14 00:00,SK14 2JQ,F,N,L,TAMESIDE,GREATER MANCHESTER
205000,2025-02-14 00:00,SK5 6LN,T,N,F,STOCKPORT,GREATER MANCHESTER
169000,2025-02-13 00:00,SK3 8JN,T,N,L,STOCKPORT,GREATER MANCHESTER
550000,2025-01-31 00:00,SK4 4HE,D,N,F,STOCKPORT,GREATER MANCHESTER
252000,2025-02-10 00:00,M25 1HP,T,N,L,BURY,GREATER MANCHESTER
235000,2025-01-17 00:00,OL9 8DG,S,N,L,OLDHAM,GREATER MANCHESTER
455000,2025-01-10 00:00,OL3 7ED,D,N,F,OLDHAM,GREATER MANCHESTER
355500,2025-02-14 00:00,SK7 2LB,S,N,F,STOCKPORT,GREATER MANCHESTER
175000,2025-01-23 00:00,SK6 4QH,F,N,L,STOCKPORT,GREATER MANCHESTER
130000,2025-01-16 00:00,OL4 2PB,T,N,F,OLDHAM,GREATER MANCHESTER
195000,2025-01-13 00:00,M4 5LA,F,N,L,MANCHESTER,GREATER MANCHESTER
105000,2025-01-30 00:00,OL11 3JT,T,N,L,ROCHDALE,GREATER MANCHESTER
190000,2025-01-22 00:00,OL8 2RW,D,N,L,OLDHAM,GREATER MANCHESTER
240000,2025-02-07 00:00,SK2 5ST,S,N,F,STOCKPORT,GREATER MANCHESTER
320000,2025-02-14 00:00,SK2 5EN,D,N,F,STOCKPORT,GREATER MANCHESTER
125000,2025-01-28 00:00,BL1 4EG,T,N,L,BOLTON,GREATER MANCHESTER
300000,2025-01-31 00:00,SK3 8QU,S,N,F,STOCKPORT,GREATER MANCHESTER
221000,2025-02-17 00:00,SK1 2LH,T,N,F,STOCKPORT,GREATER MANCHESTER
1087500,2025-02-17 00:00,SK7 3NJ,T,N,F,STOCKPORT,GREATER MANCHESTER
175000,2025-01-31 00:00,WN6 8BD,S,N,L,WIGAN,GREATER MANCHESTER
159000,2025-01-31 00:00,BL2 2PR,S,N,F,BOLTON,GREATER MANCHESTER
192000,2025-02-21 00:00,SK4 1RH,S,N,F,STOCKPORT,GREATER MANCHESTER
350000,2025-01-31 00:00,SK4 1PR,S,N,L,STOCKPORT,GREATER MANCHESTER
647000,2025-02-25 00:00,M19 1QW,S,N,F,MANCHESTER,GREATER MANCHESTER
535000,2025-02-03 00:00,SK6 7NW,S,N,F,STOCKPORT,GREATER MANCHESTER
130000,2025-01-16 00:00,WN6 7AT,T,N,L,WIGAN,GREATER MANCHESTER
233000,2025-01-31 00:00,SK3 9PW,T,N,F,STOCKPORT,GREATER MANCHESTER
155000,2025-01-31 00:00,M34 3EP,T,N,L,TAMESIDE,GREATER MANCHESTER
325000,2025-01-31 00:00,M24 1SR,D,N,F,ROCHDALE,GREATER MANCHESTER
496500,2025-01-22 00:00,M21 9HX,T,N,F,MANCHESTER,GREATER MANCHESTER
121000,2025-01-17 00:00,WN6 7NT,S,N,F,WIGAN,GREATER MANCHESTER
225000,2025-01-28 00:00,SK1 2LQ,T,N,F,STOCKPORT,GREATER MANCHESTER
175000,2025-01-24 00:00,BL3 4JB,T,N,L,BOLTON,GREATER MANCHESTER
265000,2025-02-06 00:00,WN4 8DL,S,N,F,WIGAN,GREATER MANCHESTER
275000,2025-01-17 00:00,M23 2UJ,S,N,F,MANCHESTER,GREATER MANCHESTER
161500,2025-01-23 00:00,M3 6JG,F,N,L,SALFORD,GREATER MANCHESTER
200000,2025-01-31 00:00,M9 4NL,S,N,L,MANCHESTER,GREATER MANCHESTER
200000,2025-03-24 00:00,SK2 7HW,T,N,L,STOCKPORT,GREATER MANCHESTER
305000,2025-03-07 00:00,SK7 5NJ,S,N,F,STOCKPORT,GREATER MANCHESTER
235000,2025-02-04 00:00,WA3 2LG,S,N,L,WIGAN,GREATER MANCHESTER
145000,2025-02-13 00:00,M14 6RY,F,N,L,MANCHESTER,GREATER MANCHESTER
550000,2025-01-24 00:00,M28 1UF,D,N,F,SALFORD,GREATER MANCHESTER
210000,2025-01-31 00:00,M13 0EL,T,N,F,MANCHESTER,GREATER MANCHESTER
175000,2025-01-30 00:00,M27 8FS,T,N,F,SALFORD,GREATER MANCHESTER
395000,2025-01-31 00:00,SK15 2RB,D,N,L,TAMESIDE,GREATER MANCHESTER
640000,2025-02-18 00:00,SK4 4BE,D,N,L,STOCKPORT,GREATER MANCHESTER
250000,2025-02-14 00:00,M45 7JD,T,N,F,BURY,GREATER MANCHESTER
340000,2025-01-31 00:00,M8 4WN,S,N,F,MANCHESTER,GREATER MANCHESTER
231000,2025-02-10 00:00,M20 3ZA,F,N,L,MANCHESTER,GREATER MANCHESTER
425000,2025-02-17 00:00,M41 8GF,S,N,L,TRAFFORD,GREATER MANCHESTER
1420000,2025-01-16 00:00,SK7 3NA,D,N,F,STOCKPORT,GREATER MANCHESTER
239000,2025-01-23 00:00,M28 0GF,S,N,F,SALFORD,GREATER MANCHESTER
160000,2025-02-20 00:00,BL6 6LE,S,N,F,BOLTON,GREATER MANCHESTER
118000,2025-02-07 00:00,WN5 8TG,T,N,L,WIGAN,GREATER MANCHESTER
125000,2025-02-19 00:00,M14 4SA,T,N,F,MANCHESTER,GREATER MANCHESTER
150000,2025-01-24 00:00,BL3 3FE,T,N,F,BOLTON,GREATER MANCHESTER
220000,2025-01-17 00:00,M28 3AE,T,N,L,SALFORD,GREATER MANCHESTER
265000,2025-01-10 00:00,WN6 8EB,S,N,L,WIGAN,GREATER MANCHESTER
238000,2025-01-24 00:00,WN6 0RW,T,N,F,WIGAN,GREATER MANCHESTER
117202,2025-02-03 00:00,SK14 5DL,S,N,F,TAMESIDE,GREATER MANCHESTER
163000,2025-01-10 00:00,OL10 4DH,T,N,F,ROCHDALE,GREATER MANCHESTER
285000,2025-01-10 00:00,WN4 0ER,D,N,L,WIGAN,GREATER MANCHESTER
469950,2025-01-30 00:00,WA15 6HF,S,N,F,TRAFFORD,GREATER MANCHESTER
140000,2025-02-04 00:00,SK1 4DL,T,N,L,STOCKPORT,GREATER MANCHESTER
215000,2025-01-23 00:00,WN3 5QT,S,N,F,WIGAN,GREATER MANCHESTER
320000,2025-01-31 00:00,M20 5PB,S,N,F,MANCHESTER,GREATER MANCHESTER
105000,2025-02-17 00:00,M24 5AJ,S,N,L,ROCHDALE,GREATER MANCHESTER
245000,2025-01-31 00:00,M19 2QQ,T,N,F,MANCHESTER,GREATER MANCHESTER
396500,2025-01-24 00:00,WN6 8LW,D,N,F,WIGAN,GREATER MANCHESTER
255000,2025-01-17 00:00,BL8 2RG,S,N,L,BURY,GREATER MANCHESTER
245000,2025-02-21 00:00,BL2 4AP,S,N,L,BOLTON,GREATER MANCHESTER
192500,2025-01-29 00:00,OL1 2NZ,T,N,L,OLDHAM,GREATER MANCHESTER
172500,2025-01-24 00:00,BL3 3EW,S,N,F,BOLTON,GREATER MANCHESTER
338000,2025-01-31 00:00,SK14 6JR,D,N,F,TAMESIDE,GREATER MANCHESTER
305000,2025-01-24 00:00,M25 9RF,S,N,L,BURY,GREATER MANCHESTER
900000,2025-02-05 00:00,WA15 6PQ,D,N,F,TRAFFORD,GREATER MANCHESTER
445000,2025-01-24 00:00,SK8 6BP,D,N,L,STOCKPORT,GREATER MANCHESTER
164950,2025-01-17 00:00,BL1 6BD,T,N,L,BOLTON,GREATER MANCHESTER
180000,2025-02-14 00:00,SK14 4BE,T,N,F,TAMESIDE,GREATER MANCHESTER
140000,2025-01-17 00:00,BL6 7TX,T,N,L,BOLTON,GREATER MANCHESTER
279000,2025-02-12 00:00,BL4 0QE,S,N,L,BOLTON,GREATER MANCHESTER
615000,2025-01-31 00:00,WA15 7RR,S,N,F,TRAFFORD,GREATER MANCHESTER
325000,2025-01-31 00:00,BL8 4BW,D,N,L,BURY,GREATER MANCHESTER
207500,2025-01-17 00:00,M34 3BL,S,N,F,TAMESIDE,GREATER MANCHESTER
210000,2025-02-14 00:00,SK4 4DD,F,N,L,STOCKPORT,GREATER MANCHESTER
190000,2025-02-03 00:00,BL1 6BU,S,N,L,BOLTON,GREATER MANCHESTER
312500,2025-01-31 00:00,BL1 5ND,D,N,L,BOLTON,GREATER MANCHESTER
220000,2025-02-21 00:00,WA3 2JG,S,N,L,WIGAN,GREATER MANCHESTER
245000,2025-01-10 00:00,M26 3QL,D,N,F,BURY,GREATER MANCHESTER
290000,2025-02-12 00:00,SK8 1PW,T,N,F,STOCKPORT,GREATER MANCHESTER
50000,2025-02-17 00:00,WN3 5EG,S,N,F,WIGAN,GREATER MANCHESTER
185000,2025-01-31 00:00,WN4 9QP,S,N,L,WIGAN,GREATER MANCHESTER
205000,2025-01-27 00:00,BL1 4PN,T,N,L,BOLTON,GREATER MANCHESTER
203000,2025-02-04 00:00,M35 0LW,T,N,F,OLDHAM,GREATER MANCHESTER
305000,2025-02-12 00:00,SK6 1LH,S,N,L,STOCKPORT,GREATER MANCHESTER
765500,2025-01-06 00:00,M33 4RL,D,N,F,TRAFFORD,GREATER MANCHESTER
160000,2025-01-09 00:00,M40 9JX,T,N,F,MANCHESTER,GREATER MANCHESTER
170000,2025-02-04 00:00,BL3 1EZ,S,N,L,BOLTON,GREATER MANCHESTER
207500,2025-02-07 00:00,M44 6DT,T,N,F,SALFORD,GREATER MANCHESTER
150000,2025-01-09 00:00,BL3 2AY,T,N,L,BOLTON,GREATER MANCHESTER
240000,2025-01-17 00:00,OL16 2SP,T,N,L,ROCHDALE,GREATER MANCHESTER
180000,2025-01-24 00:00,M41 8RR,F,N,L,TRAFFORD,GREATER MANCHESTER
155000,2025-01-24 00:00,SK14 4PA,S,N,F,TAMESIDE,GREATER MANCHESTER
240000,2025-02-10 00:00,OL8 2NL,S,N,F,OLDHAM,GREATER MANCHESTER
170000,2025-02-14 00:00,OL16 4JZ,T,N,F,ROCHDALE,GREATER MANCHESTER
214000,2025-01-31 00:00,WA15 7EP,T,N,F,TRAFFORD,GREATER MANCHESTER
227000,2025-02-12 00:00,M23 0FB,S,N,F,MANCHESTER,GREATER MANCHESTER
250000,2025-02-03 00:00,WA15 7XQ,F,N,L,TRAFFORD,GREATER MANCHESTER
255000,2025-02-14 00:00,SK2 5UD,S,N,F,STOCKPORT,GREATER MANCHESTER
435000,2025-01-14 00:00,OL12 9JW,D,N,F,ROCHDALE,GREATER MANCHESTER
148500,2025-02-12 00:00,OL1 4AT,S,N,L,OLDHAM,GREATER MANCHESTER
260000,2025-02-07 00:00,SK5 6HN,T,N,F,STOCKPORT,GREATER MANCHESTER
200000,2025-02-12 00:00,SK14 4JW,T,N,L,TAMESIDE,GREATER MANCHESTER
880000,2025-01-24 00:00,WA15 0SW,D,N,F,TRAFFORD,GREATER MANCHESTER
105000,2025-01-20 00:00,M46 9AL,T,N,L,WIGAN,GREATER MANCHESTER
101000,2025-01-24 00:00,WN7 5HF,S,N,L,WIGAN,GREATER MANCHESTER
244000,2025-01-31 00:00,SK14 5JJ,T,N,L,TAMESIDE,GREATER MANCHESTER
750000,2025-01-31 00:00,SK8 7EY,D,N,L,STOCKPORT,GREATER MANCHESTER
180000,2025-02-05 00:00,SK8 5QE,S,N,F,STOCKPORT,GREATER MANCHESTER
257820,2025-01-31 00:00,SK3 0SW,T,N,F,STOCKPORT,GREATER MANCHESTER
425000,2025-01-17 00:00,BL5 2RW,D,N,F,BOLTON,GREATER MANCHESTER
470000,2025-02-06 00:00,SK7 1DB,D,N,F,STOCKPORT,GREATER MANCHESTER
124321,2025-02-17 00:00,M41 9LU,S,N,F,TRAFFORD,GREATER MANCHESTER
170000,2025-01-24 00:00,M46 0AR,T,N,L,WIGAN,GREATER MANCHESTER
800000,2025-02-14 00:00,M41 6LF,S,N,F,TRAFFORD,GREATER MANCHESTER
172500,2025-01-23 00:00,SK15 3HW,S,N,L,TAMESIDE,GREATER MANCHESTER
885000,2025-01-17 00:00,SK7 1EY,D,N,F,STOCKPORT,GREATER MANCHESTER
190000,2025-01-24 00:00,M20 3GB,F,N,L,MANCHESTER,GREATER MANCHESTER
348000,2025-01-17 00:00,BL2 3FW,D,N,L,BOLTON,GREATER MANCHESTER
377500,2025-02-11 00:00,SK2 7QJ,T,N,F,STOCKPORT,GREATER MANCHESTER
530000,2025-01-24 00:00,M46 9HH,S,N,L,BOLTON,GREATER MANCHESTER
235000,2025-02-14 00:00,SK5 7BA,T,N,F,STOCKPORT,GREATER MANCHESTER
527250,2025-01-31 00:00,WA15 0JT,T,N,L,TRAFFORD,GREATER MANCHESTER
185000,2025-02-20 00:00,M26 1GN,S,N,F,BOLTON,GREATER MANCHESTER
183000,2025-02-18 00:00,BL3 1XE,T,N,L,BOLTON,GREATER MANCHESTER
335000,2025-01-24 00:00,OL4 4SJ,D,N,L,OLDHAM,GREATER MANCHESTER
160000,2025-02-06 00:00,WN5 9UP,S,N,F,WIGAN,GREATER MANCHESTER
220000,2025-01-27 00:00,BL9 9DB,S,N,F,BURY,GREATER MANCHESTER
185000,2025-01-24 00:00,M46 9BL,S,N,L,WIGAN,GREATER MANCHESTER
350000,2025-01-21 00:00,OL3 5TP,T,N,F,OLDHAM,GREATER MANCHESTER
450000,2025-02-19 00:00,SK7 4JD,D,N,F,STOCKPORT,GREATER MANCHESTER
119000,2025-01-21 00:00,M46 0JA,S,N,F,WIGAN,GREATER MANCHESTER
180000,2025-01-20 00:00,M27 9RZ,T,N,F,SALFORD,GREATER MANCHESTER
223000,2025-01-24 00:00,M6 8EN,S,N,F,SALFORD,GREATER MANCHESTER
175000,2025-02-06 00:00,SK14 3EN,T,N,F,TAMESIDE,GREATER MANCHESTER
565000,2025-01-17 00:00,BL8 4QJ,D,N,L,BURY,GREATER MANCHESTER
275000,2025-02-18 00:00,M22 1BQ,T,N,F,MANCHESTER,GREATER MANCHESTER
182000,2025-01-29 00:00,SK6 8BB,F,N,L,STOCKPORT,GREATER MANCHESTER
550000,2025-02-17 00:00,WA15 8LX,D,N,L,TRAFFORD,GREATER MANCHESTER
103000,2025-01-31 00:00,WN3 5LN,T,N,F,WIGAN,GREATER MANCHESTER
128400,2025-02-07 00:00,M34 3QR,F,N,L,TAMESIDE,GREATER MANCHESTER
150000,2025-01-31 00:00,OL6 8DR,S,N,F,TAMESIDE,GREATER MANCHESTER
175000,2025-01-27 00:00,BL2 5QD,T,N,L,BURY,GREATER MANCHESTER
280000,2025-01-28 00:00,OL8 4BY,S,N,L,OLDHAM,GREATER MANCHESTER
233000,2025-01-31 00:00,SK4 2DL,T,N,L,STOCKPORT,GREATER MANCHESTER
206250,2025-01-31 00:00,M19 2NH,T,N,F,MANCHESTER,GREATER MANCHESTER
152000,2025-01-29 00:00,OL15 8DW,T,N,L,ROCHDALE,GREATER MANCHESTER
167500,2025-01-31 00:00,OL6 6RB,T,N,F,TAMESIDE,GREATER MANCHESTER
152000,2025-01-24 00:00,WN7 5LQ,S,N,F,WIGAN,GREATER MANCHESTER
